cd_municipio_7,regional_saude,nm_cidade,uf_municipio,nm_regiao,cidades_habitantes,id_singular,reg_ans
3119500,Diamantina,Coronel Murta,MG,Sudeste,8237,045,344451
3119609,Juiz de Fora,Coronel Pacheco,MG,Sudeste,2789,042,327441
3119708,São João Del Rei,Coronel Xavier Chaves,MG,Sudeste,3599,045,344451
3119807,Divinópolis,Córrego Danta,MG,Sudeste,2956,045,344451
3119906,Pouso Alegre,Córrego do Bom Jesus,MG,Sudeste,4462,045,344451
3119955,Divinópolis,Córrego Fundo,MG,Sudeste,6333,045,344451
3120003,Coronel Fabriciano,Córrego Novo,MG,Sudeste,2900,045,344451
3120102,Diamantina,Couto de Magalhães de Minas,MG,Sudeste,4351,045,344451
3120151,Teófilo Otoni,Crisólita,MG,Sudeste,5256,045,344451
3120201,Divinópolis,Cristais,MG,Sudeste,12634,045,344451
3120300,Montes Claros,Cristália,MG,Sudeste,5133,045,344451
3120409,Barbacena,Cristiano Otoni,MG,Sudeste,4719,045,344451
3120508,Varginha,Cristina,MG,Sudeste,10643,041,419028
3120607,Belo Horizonte,Crucilândia,MG,Sudeste,5674,045,344451
3120706,Patos de Minas,Cruzeiro da Fortaleza,MG,Sudeste,3616,045,344451
3120805,Varginha,Cruzília,MG,Sudeste,15831,045,344451
3120839,Governador Valadares,Cuparaque,MG,Sudeste,3958,045,344451
3120870,Montes Claros,Curral de Dentro,MG,Sudeste,7662,045,344451
3120904,Sete Lagoas,Curvelo,MG,Sudeste,84297,045,344451
3121001,Diamantina,Datas,MG,Sudeste,5635,045,344451
3121100,Pouso Alegre,Delfim Moreira,MG,Sudeste,8133,041,419028
3121209,Passos,Delfinópolis,MG,Sudeste,8851,045,344451
3121258,Uberaba,Delta,MG,Sudeste,11143,015,370568
3121308,Juiz de Fora,Descoberto,MG,Sudeste,5070,045,344451
3121407,São João Del Rei,Desterro de Entre Rios,MG,Sudeste,7941,045,344451
3121506,Barbacena,Desterro do Melo,MG,Sudeste,3060,045,344451
3121605,Diamantina,Diamantina,MG,Sudeste,49493,045,344451
3121704,Ponte Nova,Diogo de Vasconcelos,MG,Sudeste,3581,045,344451
3121803,Coronel Fabriciano,Dionísio,MG,Sudeste,6689,045,344451
3121902,Ubá,Divinésia,MG,Sudeste,4481,045,344451
3122009,Manhumirim,Divino,MG,Sudeste,21428,127,401919
3122108,Governador Valadares,Divino das Laranjeiras,MG,Sudeste,4147,045,344451
3122207,Governador Valadares,Divinolândia de Minas,MG,Sudeste,6583,045,344451
3122306,Divinópolis,Divinópolis,MG,Sudeste,243583,045,344451
3122355,Pedra Azul,Divisa Alegre,MG,Sudeste,6541,045,344451
3122405,Alfenas,Divisa Nova,MG,Sudeste,6002,182,409791
3122454,Pedra Azul,Divisópolis,MG,Sudeste,10659,045,344451
3122470,Unaí,Dom Bosco,MG,Sudeste,3763,045,344451
3122504,Coronel Fabriciano,Dom Cavati,MG,Sudeste,4967,045,344451
3122603,Itabira,Dom Joaquim,MG,Sudeste,5074,045,344451
3122702,Ponte Nova,Dom Silvério,MG,Sudeste,5355,045,344451
3122801,Varginha,Dom Viçoso,MG,Sudeste,3184,045,344451
3122900,Leopoldina,Dona Euzébia,MG,Sudeste,6250,127,401919
3123007,São João Del Rei,Dores de Campos,MG,Sudeste,10359,045,344451
3123106,Itabira,Dores de Guanhães,MG,Sudeste,5114,045,344451
3123205,Divinópolis,Dores do Indaiá,MG,Sudeste,12730,045,344451
3123304,Ubá,Dores do Turvo,MG,Sudeste,5192,045,344451
3123403,Passos,Doresópolis,MG,Sudeste,1498,045,344451
3123502,Uberlândia,Douradoquara,MG,Sudeste,1869,045,344451
3123528,Manhumirim,Durandé,MG,Sudeste,8065,045,344451
3123601,Varginha,Elói Mendes,MG,Sudeste,27429,182,409791
3123700,Governador Valadares,Engenheiro Caldas,MG,Sudeste,14501,045,344451
3123809,Montes Claros,Engenheiro Navarro,MG,Sudeste,6373,045,344451
3123858,Coronel Fabriciano,Entre Folhas,MG,Sudeste,5295,045,344451
3123908,São João Del Rei,Entre Rios de Minas,MG,Sudeste,15157,045,344451
3124005,Ubá,Ervália,MG,Sudeste,21091,045,344451
3124104,Belo Horizonte,Esmeraldas,MG,Sudeste,93103,009,344451
3124203,Manhumirim,Espera Feliz,MG,Sudeste,24844,045,344451
3124302,Montes Claros,Espinosa,MG,Sudeste,31375,045,344451
3124401,Pouso Alegre,Espírito Santo do Dourado,MG,Sudeste,7132,045,344451
3124500,Pouso Alegre,Estiva,MG,Sudeste,11880,041,419028
3124609,Leopoldina,Estrela Dalva,MG,Sudeste,2189,127,401919
3124708,Divinópolis,Estrela do Indaiá,MG,Sudeste,2711,045,344451
3124807,Uberlândia,Estrela do Sul,MG,Sudeste,6897,045,344451
3124906,Ubá,Eugenópolis,MG,Sudeste,11096,045,344451
3125002,Juiz de Fora,Ewbank da Câmara,MG,Sudeste,3986,045,344451
3125101,Pouso Alegre,Extrema,MG,Sudeste,59336,041,419028
3125200,Alfenas,Fama,MG,Sudeste,2676,045,344451
3125309,Manhumirim,Faria Lemos,MG,Sudeste,3230,045,344451
3125408,Diamantina,Felício dos Santos,MG,Sudeste,5251,045,344451
3125507,Diamantina,São Gonçalo do Rio Preto,MG,Sudeste,3099,045,344451
3125606,Pedra Azul,Felisburgo,MG,Sudeste,6575,045,344451
3125705,Sete Lagoas,Felixlândia,MG,Sudeste,14280,045,344451
3125804,Governador Valadares,Fernandes Tourinho,MG,Sudeste,2814,045,344451
3125903,Itabira,Ferros,MG,Sudeste,9603,045,344451
3125952,Manhumirim,Fervedouro,MG,Sudeste,10705,045,344451
3126000,Belo Horizonte,Florestal,MG,Sudeste,8469,045,344451
3126109,Divinópolis,Formiga,MG,Sudeste,70897,045,344451
3126208,Unaí,Formoso,MG,Sudeste,8095,045,344451
3126307,Passos,Fortaleza de Minas,MG,Sudeste,3453,045,344451
3126406,Sete Lagoas,Fortuna de Minas,MG,Sudeste,3230,009,344451
3126505,Diamantina,Francisco Badaró,MG,Sudeste,7053,045,344451
3126604,Montes Claros,Francisco Dumont,MG,Sudeste,4547,045,344451
3126703,Montes Claros,Francisco Sá,MG,Sudeste,23753,045,344451
3126752,Teófilo Otoni,Franciscópolis,MG,Sudeste,5023,045,344451
3126802,Teófilo Otoni,Frei Gaspar,MG,Sudeste,5731,045,344451
3126901,Governador Valadares,Frei Inocêncio,MG,Sudeste,8301,045,344451
3126950,Governador Valadares,Frei Lagonegro,MG,Sudeste,3481,045,344451
3127008,Uberaba,Fronteira,MG,Sudeste,14946,015,370568
3127057,Teófilo Otoni,Fronteira dos Vales,MG,Sudeste,4389,045,344451
3127073,Montes Claros,Fruta de Leite,MG,Sudeste,4538,045,344451
3127107,Uberaba,Frutal,MG,Sudeste,61275,015,370568
3127206,Sete Lagoas,Funilândia,MG,Sudeste,4934,009,344451
3127305,Governador Valadares,Galiléia,MG,Sudeste,6244,045,344451
3127339,Montes Claros,Gameleiras,MG,Sudeste,4847,045,344451
3127354,Montes Claros,Glaucilândia,MG,Sudeste,2991,045,344451
3127370,Governador Valadares,Goiabeira,MG,Sudeste,2859,045,344451
3127388,Juiz de Fora,Goianá,MG,Sudeste,4214,045,344451
3127404,Pouso Alegre,Gonçalves,MG,Sudeste,4922,045,344451
3127503,Governador Valadares,Gonzaga,MG,Sudeste,5235,045,344451
3127602,Diamantina,Gouveia,MG,Sudeste,11536,045,344451
3127701,Governador Valadares,Governador Valadares,MG,Sudeste,266561,045,344451
3127800,Montes Claros,Grão Mogol,MG,Sudeste,14037,045,344451
3127909,Uberlândia,Grupiara,MG,Sudeste,1428,045,344451
3128006,Itabira,Guanhães,MG,Sudeste,33517,009,344451
3128105,Passos,Guapé,MG,Sudeste,14076,045,344451
3128204,Ponte Nova,Guaraciaba,MG,Sudeste,9901,045,344451
3128253,Montes Claros,Guaraciama,MG,Sudeste,5224,045,344451
3128303,Alfenas,Guaranésia,MG,Sudeste,19646,160,419729
3128402,Ubá,Guarani,MG,Sudeste,7731,042,327441
3128501,Juiz de Fora,Guarará,MG,Sudeste,3091,042,327441
3128600,Patos de Minas,Guarda-Mor,MG,Sudeste,6687,045,344451
3128709,Alfenas,Guaxupé,MG,Sudeste,52744,160,419729
3128808,Ubá,Guidoval,MG,Sudeste,7285,045,344451
3128907,Patos de Minas,Guimarânia,MG,Sudeste,8880,045,344451
3129004,Ubá,Guiricema,MG,Sudeste,7803,045,344451
3129103,Ituiutaba,Gurinhatã,MG,Sudeste,5154,045,344451
3129202,Pouso Alegre,Heliodora,MG,Sudeste,6278,041,419028
3129301,Coronel Fabriciano,Iapu,MG,Sudeste,12583,045,344451
3129400,Barbacena,Ibertioga,MG,Sudeste,5346,045,344451
3129509,Uberaba,Ibiá,MG,Sudeste,22554,045,344451
3129608,Pirapora,Ibiaí,MG,Sudeste,6172,045,344451
3129657,Januária,Ibiracatu,MG,Sudeste,5113,045,344451
3129707,Passos,Ibiraci,MG,Sudeste,10996,045,344451
3129806,Belo Horizonte,Ibirité,MG,Sudeste,179582,009,344451
3129905,Pouso Alegre,Ibitiúra de Minas,MG,Sudeste,3440,045,344451
3130002,São João Del Rei,Ibituruna,MG,Sudeste,2733,045,344451
3130051,Januária,Icaraí de Minas,MG,Sudeste,10914,045,344451
3130101,Belo Horizonte,Igarapé,MG,Sudeste,49120,009,344451
3130200,Divinópolis,Igaratinga,MG,Sudeste,11345,045,344451
3130309,Divinópolis,Iguatama,MG,Sudeste,6782,045,344451
3130408,Varginha,Ijaci,MG,Sudeste,7358,045,344451
3130507,Varginha,Ilicínea,MG,Sudeste,13248,045,344451
3130556,Coronel Fabriciano,Imbé de Minas,MG,Sudeste,7244,045,344451
3130606,Pouso Alegre,Inconfidentes,MG,Sudeste,7537,045,344451
3130655,Montes Claros,Indaiabira,MG,Sudeste,6328,045,344451
3130705,Uberlândia,Indianópolis,MG,Sudeste,6311,045,344451
3130804,Varginha,Ingaí,MG,Sudeste,2632,045,344451
3130903,Coronel Fabriciano,Inhapim,MG,Sudeste,22925,045,344451
3131000,Sete Lagoas,Inhaúma,MG,Sudeste,6465,009,344451
3131109,Sete Lagoas,Inimutaba,MG,Sudeste,7615,045,344451
3131158,Coronel Fabriciano,Ipaba,MG,Sudeste,17587,045,344451
3131208,Manhumirim,Ipanema,MG,Sudeste,20181,045,344451
3131307,Coronel Fabriciano,Ipatinga,MG,Sudeste,235311,045,344451
3131406,Ituiutaba,Ipiaçu,MG,Sudeste,3807,045,344451
3131505,Pouso Alegre,Ipuiúna,MG,Sudeste,9283,182,409791
3131604,Uberlândia,Iraí de Minas,MG,Sudeste,7467,045,344451
3131703,Itabira,Itabira,MG,Sudeste,118053,045,344451
3131802,Governador Valadares,Itabirinha,MG,Sudeste,10548,045,344451
3131901,Belo Horizonte,Itabirito,MG,Sudeste,56369,045,344451
3132008,Montes Claros,Itacambira,MG,Sudeste,4227,045,344451
3132107,Januária,Itacarambi,MG,Sudeste,17502,045,344451
3132206,Divinópolis,Itaguara,MG,Sudeste,14415,009,344451
3132305,Teófilo Otoni,Itaipé,MG,Sudeste,10482,045,344451
3132404,Pouso Alegre,Itajubá,MG,Sudeste,96855,041,419028
3132503,Diamantina,Itamarandiba,MG,Sudeste,34210,009,344451
3132602,Leopoldina,Itamarati de Minas,MG,Sudeste,3710,127,401919
3132701,Teófilo Otoni,Itambacuri,MG,Sudeste,21210,045,344451
3132800,Itabira,Itambé do Mato Dentro,MG,Sudeste,2168,045,344451
3132909,Passos,Itamogi,MG,Sudeste,11092,045,344451
3133006,Varginha,Itamonte,MG,Sudeste,15245,045,344451
3133105,Varginha,Itanhandu,MG,Sudeste,15751,045,344451
3133204,Governador Valadares,Itanhomi,MG,Sudeste,11264,045,344451
3133303,Pedra Azul,Itaobim,MG,Sudeste,19263,045,344451
3133402,Uberaba,Itapagipe,MG,Sudeste,14014,045,344451
3133501,Divinópolis,Itapecerica,MG,Sudeste,21456,045,344451
3133600,Pouso Alegre,Itapeva,MG,Sudeste,13561,045,344451
3133709,Divinópolis,Itatiaiuçu,MG,Sudeste,13779,009,344451
3133758,Passos,Itaú de Minas,MG,Sudeste,14634,160,419729
3133808,Divinópolis,Itaúna,MG,Sudeste,103272,045,344451
3133907,Barbacena,Itaverava,MG,Sudeste,5747,045,344451
3134004,Pedra Azul,Itinga,MG,Sudeste,13954,045,344451
3134103,Governador Valadares,Itueta,MG,Sudeste,6234,045,344451
3134202,Ituiutaba,Ituiutaba,MG,Sudeste,106775,045,344451
3134301,Varginha,Itumirim,MG,Sudeste,6876,045,344451
3134400,Uberaba,Iturama,MG,Sudeste,40259,015,370568
3134509,Varginha,Itutinga,MG,Sudeste,4366,045,344451
3134608,Belo Horizonte,Jaboticatubas,MG,Sudeste,21407,009,344451
3134707,Pedra Azul,Jacinto,MG,Sudeste,11115,045,344451
3134806,Passos,Jacuí,MG,Sudeste,7668,045,344451
3134905,Pouso Alegre,Jacutinga,MG,Sudeste,26888,045,344451
3135001,Coronel Fabriciano,Jaguaraçu,MG,Sudeste,3181,045,344451
3135050,Montes Claros,Jaíba,MG,Sudeste,39639,045,344451
3135076,Governador Valadares,Jampruca,MG,Sudeste,4266,045,344451
3135100,Montes Claros,Janaúba,MG,Sudeste,73555,045,344451
3135209,Januária,Januária,MG,Sudeste,67123,045,344451
3135308,Divinópolis,Japaraíba,MG,Sudeste,4706,045,344451
3135357,Januária,Japonvar,MG,Sudeste,8385,045,344451
3135407,Barbacena,Jeceaba,MG,Sudeste,6476,045,344451
3135456,Diamantina,Jenipapo de Minas,MG,Sudeste,6072,045,344451
3135506,Ponte Nova,Jequeri,MG,Sudeste,12636,045,344451
3135605,Montes Claros,Jequitaí,MG,Sudeste,6379,045,344451
3135704,Sete Lagoas,Jequitibá,MG,Sudeste,6142,045,344451
3135803,Pedra Azul,Jequitinhonha,MG,Sudeste,24516,045,344451
3135902,Varginha,Jesuânia,MG,Sudeste,5320,045,344451
3136009,Pedra Azul,Joaíma,MG,Sudeste,14035,045,344451
3136108,Coronel Fabriciano,Joanésia,MG,Sudeste,4246,045,344451
3136207,Itabira,João Monlevade,MG,Sudeste,83791,045,344451
3136306,Patos de Minas,João Pinheiro,MG,Sudeste,48725,045,344451
3136405,Montes Claros,Joaquim Felício,MG,Sudeste,3868,045,344451
3136504,Pedra Azul,Jordânia,MG,Sudeste,10541,045,344451
3136520,Diamantina,José Gonçalves de Minas,MG,Sudeste,3963,045,344451
3136553,Governador Valadares,José Raydan,MG,Sudeste,4349,045,344451
3136579,Montes Claros,Josenópolis,MG,Sudeste,3557,045,344451
3136603,Belo Horizonte,Nova União,MG,Sudeste,6107,009,344451
3136652,Belo Horizonte,Juatuba,MG,Sudeste,33249,009,344451
3136702,Juiz de Fora,Juiz de Fora,MG,Sudeste,567730,042,327441
3136801,Montes Claros,Juramento,MG,Sudeste,3798,045,344451
3136900,Alfenas,Juruaia,MG,Sudeste,11652,160,419729
3136959,Januária,Juvenília,MG,Sudeste,5937,045,344451
3137007,Teófilo Otoni,Ladainha,MG,Sudeste,14263,045,344451
3137106,Patos de Minas,Lagamar,MG,Sudeste,6622,045,344451
3137205,Divinópolis,Lagoa da Prata,MG,Sudeste,53927,045,344451
3137304,Montes Claros,Lagoa dos Patos,MG,Sudeste,3237,045,344451
3137403,São João Del Rei,Lagoa Dourada,MG,Sudeste,13152,045,344451
3137502,Patos de Minas,Lagoa Formosa,MG,Sudeste,19614,045,344451
3137536,Patos de Minas,Lagoa Grande,MG,Sudeste,9235,045,344451
3137601,Belo Horizonte,Lagoa Santa,MG,Sudeste,81299,009,344451
3137700,Manhumirim,Lajinha,MG,Sudeste,21502,045,344451
3137809,Varginha,Lambari,MG,Sudeste,21010,045,344451
3137908,Barbacena,Lamim,MG,Sudeste,3213,045,344451
3138005,Leopoldina,Laranjal,MG,Sudeste,6018,042,327441
3138104,Pirapora,Lassance,MG,Sudeste,7398,045,344451
3138203,Varginha,Lavras,MG,Sudeste,110682,045,344451
3138302,Divinópolis,Leandro Ferreira,MG,Sudeste,3272,045,344451
3138351,Diamantina,Leme do Prado,MG,Sudeste,4364,045,344451
3138401,Leopoldina,Leopoldina,MG,Sudeste,52739,127,401919
3138500,Juiz de Fora,Liberdade,MG,Sudeste,4744,045,344451
3138609,Juiz de Fora,Lima Duarte,MG,Sudeste,17782,042,327441
3138625,Uberaba,Limeira do Oeste,MG,Sudeste,9191,045,344451
3138658,Januária,Lontra,MG,Sudeste,8963,045,344451
3138674,Manhumirim,Luisburgo,MG,Sudeste,7239,045,344451
3138682,Januária,Luislândia,MG,Sudeste,6323,045,344451
3138708,Varginha,Luminárias,MG,Sudeste,5744,045,344451
3138807,Divinópolis,Luz,MG,Sudeste,18336,191,344451
3138906,Teófilo Otoni,Machacalis,MG,Sudeste,6556,045,344451
3139003,Alfenas,Machado,MG,Sudeste,38809,182,409791
3139102,São João Del Rei,Madre de Deus de Minas,MG,Sudeste,5360,045,344451
3139201,Teófilo Otoni,Malacacheta,MG,Sudeste,17691,045,344451
3139250,Montes Claros,Mamonas,MG,Sudeste,6082,045,344451
